path,title,authors,year
1994papers/paper26_39.pdf,Allan Deviation Computations of a Linear Frequency Synthesizer System Using Frequency Domain Techniques,A n d y Wu The Aerospace Corporation El Segundo California,1994
1994papers/paper26_38.pdf,"Relativistic Theory for Syntonization of Clocks in the Vicinity of the Earth P. Wolf"" ' and G. Petit' 'Bureau",I n t e r n a t i o n a l des Poids et Mesures Pavillon de Breteuil 92312 Skvres CEDEX Rance 'Queen Mary and Westfield College School of Matllenlatical Sciences M i l e,1994
1994papers/paper26_04.pdf,STATUS OF PTTI IN THE U.S. AIR FORCE,Howard A. Hopkins and Robert E. Blair Jr. Directorate of Metrology Newark Air Force Base Ohio,1994
1994papers/paper26_10.pdf,FINE TUNING GPS CLOCK ESTIMATION IN THE MCS,Capt Steven T. Hutsell USAF Zd Space Operations Squadron 300 O'Malley Avenue Suite 41 Falcon AFB C O 80912-3041,1994
1994papers/paper26_06.pdf,WORKSHOP 2; USER ENVIRONMENTAL EFFECTS a,"IEEE Standard 1193-1994 ""Guide for Measurement of Environmental Sensitivities of Standard Frequency Generators"" is in print and should be available to the general public early 1995. Future focus on guidelines for the time and frequency community should be ""dynamic (time-dependent) effects/environmental changes."" This may include recommendations for studies and research needed. User environmental effects are particularly difficult to characterize because of the prob- lems encountered in mapping manufacturers' specifications (sensitivity coefficients for the individual environmental sensitivities) into the overlappingJinteracting actual environments. Resol~~tion often requires expensive simulation of an actual environment. The following suggestions were made: - Users to characterize both (and independently) the systems' environment for the T&F components (e.g. cables voltages and fluctuations internal temperatures etc.) and the environment of the system itself. -",1994
1994papers/paper26_12.pdf,SOME PRELIMINARY RESULTS OF THE FAST CALIBRATION TRIP DURING THE INTELSAT FIELD TRIALS,W.J. Klepczynski (USNO) US Naval Observatory Washington D.C. USA J.A. Davis (NPL) National Physical Laboratory Teddington UK D. Kirchner (TUG) Technical University of Graz Graz Austria H. Ressler (SRI) Space Research Institute Graz Austria P. Hetzel (PTB) Physikalisch-Technische Bundesanstalt Braunschweig Germany A. Soering (FTZ),1994
1994papers/paper26_13.pdf,PANEL DISCUSSION ON WORKSHOPS Moderator:,"Raymond L. Filler US Army Research Laboratory RAY FILLER: Welcome to Part I1 of the audience moderator discussion which occurred yesterday. Today we're going to have our three session chairpersons (one is missing in action) give us a brief summary of what transpired at their session yesterday. Then for the rest of the time we'll have audience questions. We're going to start with Joe White from the NRL whose session was entitled ""Real Time Automated Systemr."" JOE WHITE (NRL): We had a good crowd yesterday we had about",1994
1994papers/paper26_07.pdf,Workshop 3: Real Time Automated Systems Definition,"Provides time/frequency to user specification in real time May have historical calibration Do not require frequent operator action No full time operator May be f11lly unattended or remotely controlled Typical applications include National time scales Remote time stations Imbedded part in Military systems and Telecommunications systems Performance Time Accuracy - typically 100 nsec or better Frequency accuracy - lo-"" or better Frequency Stability - as good as 10-'%t",1994
1994papers/paper26_03.pdf,Navy PTTI Report CDR. JIM BURTON United States Navy Abstract,The U.S. Naval Observatory is charged under Department of Defense (DoD) instruction 5000.2 with the responsibility for maintaining the timing standard in support of all DoD operations. Accomplishment of this task involves generating a time reference and then disseminating the Precise Time and Time lnlerval (PTTI) information to users within as well as outside DoD. A major effort has been undertaken by Navy scientists in recent years to upgrade and improve these services. Understanding the characteristics of atomic clocks such as hydrogen masers cesium beamfrequency standards and stored ion devices is a prerequisite for modelling their performance and developing the most stable time reference possible. Algorithms for optimum clock ensembling and precision clock steering must be developed to ensure the stability of the lime reference. Implementing new methods for time transfer such as two-way satellite time transfer and laser ranging will lead to improved accuracies to lass then ons nanosecond. In addition the determination of astronomical time based on the Earth's rotation and definition of parameters for the position of the poles enable the correction of,1994
1994papers/paper26_17.pdf,PTTI Applications at the Limits of GPS R.J. Douglas Time and Frequency Standards Group,Institute for National Measurement Standards National Research Council of Canada Ottawa Canada KIA OR6 (613) 903-5186 Fax (613) 952-1394 J. Popelar Geodetic Survey Division Geomatics Canada Department of Natural Resources 615 Booth Street Ottawa Canada KIA OE9 (613) 943-2354 Fax (613) 995-3215,1994
1994papers/paper26_16.pdf,ANTICIPATED UNCERTAINTY BUDGETS OF PRARETIME AND T2L2 TECHNIQUES AS APPLIED TO ExTRAS C. Thomas' P Wolf's2 P. Uhrich3 W. Sch;ifer4,"H. Nau"" and C. VeilletG 'Bureau International des Poids et Mesures SQvres fiance 2Queen Mary and Westfield College London United Kingdom 3Laboratoire Primaire du Temps et des FrGquences Paris France 41nstitut fur Navigation Stuttgart Germany Qeutsche Forschungsanstalt fur Luft und Raumfahrt e.V. Oberpfaffenhofen Germany GObservatoire de la C6te d'Azur Grasse France",1994
1994papers/paper26_02.pdf,Precise Timing Applications at the Defense Mapping Agency,Stephen Malys Defense Mapping Agency,1994
1994papers/paper26_28.pdf,Discussion of Error Models for PM and AM Noise Measurements TUTORIAL - QUESTIONS AND ANSWERS,"Note from the editor The questions were asked at various points during the presentation. They were transcribed and are presented here at thc end of each tutorial. RICHARD KEATING (USNO): I have a problem with what yo11 mean by ""harmonic distortion."" Do you mzan just simply the amount of power in the upper harmonics? Do you mean that a harmonic is just something that is some integer multiple of the fundamental? Or do you refer to it as a partial? Do you mean something like that which is used in audio terminology where they talk about the ""total power in the upper harmonics as being a distortion?"" In short what do you mean hy ""harmonic distortion?"" Am I being clear? FRED WALLS (NIST): Yeah you're being perfectly clear. And I wasn't very clear on purpose. And",1994
1994papers/paper26_14.pdf,EUROPEAN PLANS FOR NEW CLOCKS IN SPACE,"Sigfridu Leschiutta"" and Patrizia Tavella"" ""Istituto Elettrotecnico Nazionale Torino I t a l y #Pulitecrlico di Torino Elettronica",1994
1994papers/paper26_00.pdf,Conference Publication 3302 26th Annual Precise Time and Time Interval (PTTI) Applications,and Planning Meeting Editorial Committee Chairman Richard L. Sydnor Jet Propulsion Laboratory California Institute of Technology Proceedings of a meeting sponsored by the U.S. Naval Observatory the NASA Goddard Space Flight Center the NASA Jet Propulsion Laboratory the Space and Naval Warfare Systems Command the Naval Research Laboratory the U.S. Army Research Laboratory and the Air Force Office of Scientific Research and held at the Hyatt Regency Hotel Reston Virginia December 6- December,1994
1994papers/paper26_01.pdf,DoD PTTI Report CAPTAIN RICHARD E. BLUMBERG,Superintendent United States Naval Observatory Washington DC,1994
1994papers/paper26_15.pdf,TIME ACTIVITIES AT THE BIPM Claudine Thomas Bureau International des Poids et Mesures,Pa villion de Breteuil 32312 Skvres Cedex France,1994
1994papers/paper26_29.pdf,State-of-the-Art Measurement Techniques for PM and AM Noise TUTORIAL - QUESTIONS AND ANSWERS,Note from the editor The ql~estions were asked at various points during the presentation. They were transcribed and are presented here at the end of each tutorial. JEFF INGOLD (ALLIEDSIGNAL TECHNICAL): Does each spectrum analyzer have its own amplifier? CRAIG NELSON (SPECTRADYNAMICS): Yes. We use a different amplifier for all of the spectrum analyzers. JEFF INGOLD (ALLIEDSIGNAL TECHNICAL): And what kind of noise figure? CRAIG NELSON (SPECTRADYNAMICS): I'm not sure on the actual noise figures of the separate amplifiers. But that all in a sense washes out when we do the noise floor of the amplifier. Well it's important in the design obviously. JEFF INGOLD (ALLIEDSIGNAL TECHNICAL): The overlap in the data is that the,1994
2005papers/paper99.pdf,Time and Frequency Transfer and Dissemination Methods Using Optical Fiber Network Masaki Amemiya Michito Imae Yasuhisa Fujii Tomonari Suzuyama and Shin-ichi Ohshima,Frequency Measurement Systems Section National Metrology Institute of Japan AIST Tsukuba Central 3 Ibaraki 305-8563 JAPAN,2005
2005papers/paper66.pdf,CANVAS: Clock Analysis Visualization and Archiving System A New Software Package for the Efficient Management of Clock/Oscillator Data,K. Senior R. Beard and J. White Space Applications Branch U.S. Naval Research Laboratory Washington D.C. USA ken.senior@nrl.navy.mil ronald.beard@nrl.navy.mil joe.white@nrl.navy.mil,2005
2005papers/paper72.pdf,Frequency Calibration of A/D Converter in Software GPS Receivers,L. L. Liou D. M. Lin J. B. Tsui J. Schamus Sensor Directorate Air Force Research Laboratory J. T. Morton Department of Electrical Engineering Miami University Oxford OH,2005
2005papers/paper73.pdf,Determining Geo-stationary Satellite Position Using TWSTFT Links,Sun Hongwei Li Zhigang Li Huanxin Li Yuli National Time Service Center Lintong 710600 Shaanxi China sunhw@ntsc.ac.cn,2005
2005papers/paper67.pdf,New frequency counting principle improves resolution,Staffan Johansson M.Sc. in Applied Physiscs (Marketing Manager at Pendulum Instruments AB Bromma Sweden),2005
2005papers/paper98.pdf,Time and Frequency Transfer in an Asynchronous TCP/IP over SDH-network Utilizing Passive Listening,R. Emardson P. O. Hedekvist M. Nilsson S.C. Ebenhag K. Jaldehag P. Jarlemark J. Johansson L. Pendrill C. Rieck P. Löthberg and H. Nilsson Dep. of Measurement Technology - Electricity and Time SP Swedish National Testing and Research Institute Borås Sweden STUPI Los Altos Ca USA,2005
2005papers/paper59.pdf,Comparison Among Precision Temperature Compensated Crystal Oscillators Wei Zhou Hui Zhou Zongqiang Xuan Wenqing Zhang Dept. of Measurement and Instrument Xidian University Xi’an 710071 P. R. China Abstract,There are different precision temperature compensated crystal oscillators showing the frequency – temperature stability better than 1 × 10 -6 in a very wide temperature range. To choose the suitable oscillator one should consider its frequency - temperature stability power consumption size cost phase noise and other specifications. According to a lot of experiments and comparisons as the precision TCXO double compensated TCXO which combines analog and digital compensation approaches together is more competitive in cost size stability and mass production compared with ordinary precision TCXO DTCXO and MCXO based on AT cut crystals. It is difficult to use ordinary TCXO to get a very good frequency – temperature stability but its repeatability can be good with suitable components and circuits and quantization error does not exist in it. Therefore it is possible to be compensated further. TCXO production technology is very,2005
2005papers/paper71.pdf,Phase-Accumulator based Multi-Channel High-Precision Digital PWM Architecture,Hermann Meuth Ireneusz Janiszewski Electr. Engineering and Information Technology University of Applied Sciences Darmstadt Germany { meuth janiszewski } @fh-darmstadt.de Kai Schade Research and Technology Facility 050 DaimlerChrysler AG B¨oblingen Germany,2005
2005papers/paper65.pdf,Single Ca + Ion Trapping toward Precise Frequency Measurement of the 4 2 S 1/2 – 3 2 D,5/2 Transition K. Matsubara Y. Li M. Kajita K. Hayasaka and M. Hosokawa National Institute of Information and Communications Technology Koganei Tokyo Japan matubara@nict.go.jp S. Urabe Graduate School of Engineering Science Osaka University Toyonaka Osaka Japan,2005
2005papers/paper64.pdf,Development of a 171 Yb + Microwave Frequency Standard at the National Measurement Institute Australia,R. B. Warrington P. T. H. Fisk M. J. Wouters M. A. Lawn J. J. Longdell and S. J. Park National Measurement Institute Lindfield Australia Bruce.Warrington@measurement.gov.au,2005
2005papers/paper70.pdf,A distributed trigger system for picosecond LASER facilities,P. Leclerc M. Prat J.-P. Bouvet V. Allouche P. Raybaut D. Aubert A. Duval Commissariat à l’Energie Atomique CEA/DIF/DCRE B.P. 12 91680 Bruyères le Châtel France pascal.leclerc@cea.fr,2005
2005papers/paper58.pdf,Digital Recursive Oscillator with Reduced Frequency versus Temperature Dependency Utilizing a Dual-Mode Crystal Oscillator,Vladimír Štofanik Department of Thermophysics Institute of Physics Slovak Academy of Sciences Bratislava Slovak Republic fyzistof@savba.sk Anael E. Sam Department of Electronics and Telecommunications Dar es Salaam Institute of Technology Dar es Salaam Tanzania Igor Baláž Marian Minárik Department of Radio and Electronics Faculty of Electrical Engineering and Information Technology Slovak University of Technology Bratislava Slovak Republic,2005
2005papers/paper74.pdf,Impact of Satellite Motion on the Asia-Pacific TWSTFT Links,Sun Hongwei Li Zhigang Li Huanxin National Time Service Center Lintong 710600 Shaanxi China sunhw@ntsc.ac.cn,2005
2005papers/paper60.pdf,A Rubidium Frequency Standard Based on Unreal Time Control Approach Hui Zhou Wei Zhou Bayi Qu Zongqiang Xuan Dept. of Measurement and Instrument Xidian University Xi’an 710071 P. R. China,authors,2005
2005papers/paper48.pdf,CLOCK MANAGEMENT DATA ANALYSIS FOR SATELLITE COMMUNICATIONS,Rachel Gross Space Applications Code 8151 US Naval Research Laboratory Washington DC USA gross@juno.nrl.navy.mil Raimond Melkers L-3 Comm Titan Corporation Pueblo Colorado USA titancorp@direcway.com,2005
2005papers/fcs_fcp.pdf,2005 Joint IEEE International Frequency Control Symposium and Precise Time and Time Interval (PTTI) Systems and Applications Meeting Short Courses & Tutorials on 28 August Conference 29-31 August 2005 Hyatt Regency Hotel Vancouver Canada Sponsored by the IEEE Ultrasonics Ferroelectrics & Frequency Control Society and the PTTI Executive Committee Call for Papers,authors,2005
2005papers/paper49.pdf,Dynamic Frequency Response Of The Auto-Tuned Hydrogen Maser To Systematic Perturbations,H. E. Peters 1766 Williamsburg Lane Tuscaloosa AL 35406,2005
2005papers/paper61.pdf,Theoretical Studying About the Measurement of the C-Field Intensity In the Optical Pumped Cesium Frequency Standard,Junhai Zhang Center of Time and Frequency Shanghai Astronomical Observatory Shanghai China E-mail: jhzhang@shao.ac.cn Fengzhi Wang Donghai Yang Institute of Electronics and Computer Science Peking University Beijing China,2005
2005papers/paper75.pdf,A Numerical Comparison of the Unbiased FIR and Kalman Filters in Applications to GPS-based Timekeeping,Yuriy S. Shmaliy Oscar Ibarra-Manzano and Luis Arceo-Miquel FIMEE Guianajuato University Salamanca Gto 36730 Mexico,2005
2005papers/paper88.pdf,Sources of Instabilities in Two-Way Satellite Time Transfer,T.E. Parker and V. Zhang National Institute of Standards and Technology Time and Frequency Division 325 Broadway Boulder CO USA,2005
2005papers/paper63.pdf,Optical Lattice Laser,Jingbiao Chen Xuzong Chen Key Laboratory for Quantum Information and Measurements Ministry of Education School of Electronics Engineering & Computer Science Peking University Beijing P. R. China jbchen@pku.edu.cn,2005
2005papers/paper77.pdf,Characterizing the Performance of GPS Disciplined Oscillators with Respect to UTC(NIST),Michael A. Lombardi Andrew N. Novick and Victor S. Zhang Time and Frequency Division National Institute of Standards and Technology (NIST) Boulder Colorado 80305,2005
2005papers/paper76.pdf,A COMPAROTIVE STUDY OF GPS P3 AND GPS L3,Gun Li 1 2 Bian Li 1 2 Shao-Wu DONG 1 1 National Time Service Center Chinese Academy of Sciences 3 Eastern Road of Lintong Region Xi’an Shaanxi 710600 CHINA 2 Graduate University of Chinese Academy of Sciences 19Yuquan Rd. (jia) Shijingshan Beijing 100039 CHINA,2005
2005papers/paper62.pdf,Characterizing Absorption Spectrum of Natural Rubidium by Using a Directly Modulated VCSEL,Ido Ben-Aroya and Gadi Eisenstein Department of Electrical Engineering Technion Haifa 32000 Israel bido@tx.technion.ac.il,2005
2005papers/paper89.pdf,The MAC – A Miniature Atomic Clock,R. Lutwak and P. Vlitas Symmetricom - Technology Realization Center Beverly MA U.S.A. RLutwak@Symmetricom.com M. Varghese and M. Mescher Charles Stark Draper Laboratory Cambridge MA U.S.A. D.K. Serkland and G.M. Peake Sandia National Laboratories † Albuquerque NM U.S.A.,2005
2005papers/paper39.pdf,Two-Way Satellite Time Transfer Between USNO and PTB,D. Piester A. Bauch J. Becker and T. Polewka Physikalisch-Technische Bundesanstalt Bundesallee 100 38116 Braunschweig Germany dirk.piester@ptb.de A. McKinley L. Breakiron A. Smith B. Fonville and D. Matsakis U.S. Naval Observatory 3450 Massachusetts Ave. NW Washington DC 20392 USA,2005
2005papers/paper11.pdf,On the Power Dependence of Extraneous Microwave Fields in Atomic Frequency Standards,S.R. Jefferts J.H. Shirley N. Ashby T.P. Heavner E.A. Donley NIST –Time and Frequency Division 325 Broadway Boulder CO USA 80305 F. Levi Istituto Elettrotecnico Nazionale – Torino IT,2005
2005papers/paper6.pdf,A Review of Time Jitter and Digital Systems,Victor S. Reinhardt Raytheon Space and Airborne Systems El Segundo CA/USA,2005
2005papers/paper7.pdf,On the measurement of frequency and of its sample variance with high-resolution counters Enrico Rubiola,Dept. LPMO FEMTO-ST Institute Besanc¸on France Franc¸ois Vernotte Observatoire de Besanc¸on Besanc¸on France Vincent Giordano Dept. LPMO FEMTO-ST Institute Besanc¸on France,2005
2005papers/paper10.pdf,Distributed Cavity Phase and the Associated Power Dependence Ruoxin Li and Kurt Gibble,Physics Department The Pennsylvania State University State College PA the United States kgibble@phys.psu.edu,2005
2005papers/paper38.pdf,BIPM Comparison of Time Transfer Techniques,F. Arias Z. Jiang W. Lewandowski and G. Petit Time Section Bureau International des Poids et Measures Sèvres France farias@bipm.org,2005
2005papers/paper12.pdf,Limitations to the short term frequency stability in a compact cold atom clock,Stephane Tremine ∗ Stephane Guerandel ∗ David Holleville ∗ Jerome Delporte † Noel Dimarcq ∗ and Andre Clairon ∗ ∗ LNE-SYRTE Observatoire de Paris Paris France † CNES Toulouse France,2005
2005papers/paper5.pdf,(GGTO),Jörg H. Hahn Galileo Project Office Navigation Department ESA-ESTEC Noordwijk The Netherlands Noordwijk The Netherlands joerg.hahn@esa.int Edward D. Powers Timing Section USNO Washington D.C. USA powers.edward@usno.navy.mil,2005
2005papers/paper4.pdf,The Onboard Galileo Rubidium and Passive Maser Status & Performance,P. Rochat F. Droz P. Mosset G. Barmaverain Q. Wang D. Boving Temex Neuchatel Time Neuchatel Switzerland L. Mattioni M. Belloni M. Gioia Galileo Avionica Milan Italy U. Schmidt T. Pike EADS Astrium Munich Germany F. Emma European Space Agency - ESTEC Noordwijk The Netherlands,2005
2005papers/paper13.pdf,Testing Lorentz Invariance using Zeeman Transitions in Atomic Fountains,Peter Wolf SYRTE Observatoire de Paris and Bureau International des Poids et Mesures Pavillon de Breteuil 92312 S`evres Cedex France Fr´ederic Chapelet S´ebastien Bize Andr´e Clairon SYRTE Observatoire de Paris 61 av. de l’Observatoire 75014 Paris France,2005
2005papers/paper17.pdf,METAS Time & Frequency Metrology Report Laurent-Guy Bernier Gregor Dudle and Christian Schlunegger,METAS: Swiss Federal Ofﬁce of Metrology and Accreditation Lindenweg 50 CH-3003 Bern-Wabern Switzerland,2005
2005papers/paper1.pdf,MEMS Technology for Timing and Frequency Control,Clark T.-C. Nguyen Dept. of Electrical Engineering and Computer Science University of Michigan Ann Arbor Michigan 48105-2122 USA (presently on leave at DARPA 3701 North Fairfax Drive Arlington VA 22203) E-mail: ctnguyen@umich.edu,2005
2005papers/paper16.pdf,Autonomous Characterization of Clock Drift for Timescale Improvement at the JHU/APL Time and Frequency Laboratory,Mihran Miranian Gregory L. Weaver Matthew J. Reinhart Space Department Johns Hopkins University Applied Physics Laboratory Laurel MD USA,2005
2005papers/2005FCS.pdf,2005 IEEE International Frequency Control Symposium and PDA Exhibition Jointly with the Precise Time and Time Interval Applications and Planning Meeting Location: The Hyatt Regency Hotel Vancouver Canada. Date: August 29-31 2005 Tutorials on August 28 2005 General Co-Chairs:,FCS - Mike Driscoll Northrop Grumman Electronic Systems 7323 Aviation Blvd Baltimore MD 21090 michael.driscoll@ngc.com PTTI – Joseph White U.S. Naval Research Laboratory 4555 Overlook Ave. SW Washington DC Technical Program Co-Chairs: FCS – Chris Ekstrom US Naval Observatory 34th and Massachusetts Ave. Washington DC 20392-5100 E-mail: ekstrom@atom.usno.navy.mil PTTI – Robert Tjoelker Jet Propulsion Laboratory 4800 Oak Grove Drive Pasadena CA 9109 A message from the General Chairs:,2005
2005papers/paper14.pdf,MEMS–BASED QUARTZ OSCILLATORS and FILTERS for on-CHIP INTEGRATION,R. L. Kubena F. P. Stratton D. T. Chang R. J. Joyce and T. Y. Hsu Sensors and Materials Laboratory HRL Laboratories LLC Malibu CA 90265-4797 M. K. Lim and R. T. M’Closkey Mechanical & Aerospace Engineering Dept. University of California Los Angeles CA. 90095-1597,2005
2005papers/paper28.pdf,Abstract— In this paper we present our design and prospects of a Magneto-Optical Trap (MOT)-based cold Cs-beam atomic clock physics package and report the realization and,characterization of a continuous laser-cooled Cs atomic beam from a Cs MOT. We have determined the longitudinal velocity of the cold Cs beam by Time of Flight (TOF) method to be 7 m/s with a velocity spread of 1 m/s. By adjusting the MOT parameters we are able to tune the Cs-beam velocity from 5 m/s to 8.5 m/s while the velocity spread remains to be 1m/s. The Cs beam has an instantaneous atomic flux of 3.6 × 10 10 atoms/s when operated in pulsed mode and a continuous beam flux of 2 × 10 8 atoms/s. Our theoretical simulation reveals that the MOT inhomogeneous magnetic field and the varying Doppler shift along the atomic beam propagation play an important role in determining the longitudinal velocity of the Cs atomic beam. With the cold Cs beam thus formed and a,2005
2005papers/paper3.pdf,GPS Block IIR Clocks in Space: Current Performance and Plans for the Future,J. Phelan T. Dass G. Freed Dr. J. Rajan J. D’Agostino and Dr. M. Epstein ITT Industries Space Systems Division 100 Kingsland Road Clifton NJ 07014-1993,2005
2005papers/paper2.pdf,NRL Analysis of GPS On-Orbit Clocks,J. Oaks K. Senior M. Largay R. Beard Space Applications Branch U.S. Naval Research Laboratory Washington D.C. USA James Buisson AEI Inc. Washington D.C. USA,2005
2005papers/paper29.pdf,magnetic,shields C field coil vacuum enclosure microwave resonators detection zone laser cooled atoms caesium reservoir vacuum pump vacuum pump swivel mount The New PTB Caesium Fountain Clock CSF2 R. Wynands A. Bauch D. Griebsch R. Schröder S. Weyers Fachbereich 4.4 PTB Bundesallee 100,2005
2005papers/paper15.pdf,Aging of Dual Mode Resonator for Microcomputer Compensated Crystal Oscillator,Yoonkee Kim U.S. Army Communications-Electronics Research Development and Engineering Center Fort Monmouth NJ 07703,2005
2005papers/paper18.pdf,TIME AND FREQUENCY ACTIVITIES AT THE U.S. NAVAL OBSERVATORY,Demetrios Matsakis Time Service Department U.S. Naval Observatory Washington DC 20392 USA,2005
2005papers/paper24.pdf,Recent Time and Frequency Transfer Activities at the Observatoire de Paris,J. Achkar P. Uhrich P. Merck and D. Valat LNE-SYRTE Observatoire de Paris 61 avenue de l’Observatoire F-75014 Paris France E-mail : Joseph.Achkar@obspm.fr ; Pierre.Uhrich@obspm.fr,2005
2005papers/paper30.pdf,Light Shift Measurements in a Cesium Fountain without the use of Mechanical Shutters,D. G. Enzer W. M. Klipstein and R. L. Tjoelker Jet Propulsion Laboratory California Institute of Technology Pasadena California USA Daphna.G.Enzer@jpl.nasa.gov,2005
2005papers/paper31.pdf,Measurements of Cesium Polarizability in Atomic Clock via Light Frequency Shift,Jingbiao Chen Department of Electronics Peking University Beijing P. R. China jbchen@pku.edu.cn,2005
2005papers/paper25.pdf,THE ESTABLISHMENT OF A BRAZILIAN ATOMIC TIME SCALE,Ricardo José de Carvalho Serviço de Geração e Disseminação da Divisão Serviço da Hora do Observatório Nacional Rua General José Cristino 77 – CEP 20921 – São Cristóvão – Rio de Janeiro – RJ – Brasil carvalho@on.br,2005
2005papers/paper19.pdf,Update of research activities on time and frequency at the National Institute of Information and Communications Technology (NICT),Shin’ichi Hama Mizuhiko Hosokawa Yukio Takahashi Hiroshi Toriyama and Takao Morikawa National Institute of Information and Communications Technology (NICT) 4-2-1 Nukui-Kitamachi Koganei Tokyo 184-8795 Japan,2005
2005papers/paper33.pdf,Laser cooling and launching performance in a (1 1 1)- geometry atomic fountain,E.A. Donley T.P. Heavner J. W. O’Brien and S.R. Jefferts NIST Time and Frequency Division 325 Broadway Boulder CO 80305 edonley@boulder.nist.gov F.Levi Istituto Elettrotecnico Nazionale “G. Ferraris” Str. Delle Cacce 91 Torino Italy,2005
2005papers/paper27.pdf,Progress in Building NRC's Cesium Fountain Clock,Louis Marmet Pierre Dubé Institute for National Measurement Standards National Research Council Canada Ottawa Canada K1A 0R6 louis.marmet@nrc.ca Christian Gigault Department of Physics University of Ottawa Ottawa Canada K1N 6N5,2005
2005papers/paper26.pdf,Long Term Study of the H-Maser Clocks at the Royal Observatory of Belgium,Fabian Roosbeek and Pascale Defraigne Time Lab department Royal Observatory of Belgium Brussels Belgium fabian.roosbeek@oma.be,2005
2005papers/paper32.pdf,Demonstration and Observation of a Frequency Standard based on an Expanding Cold Atoms Cloud of Cesium,Stella Torres Müller Daniel Varela Magalhães Aida Bebeachibuli Mônica Silva Santos and Vanderlei Salvador Bagnato Instituto de Física de São Carlos Universidade de São Paulo São Carlos – SP Brazil dvarela@if.sc.usp.br,2005
2005papers/paper36.pdf,Design and Preliminary Characterization of the USNO Rubidium Fountain,Steven Peil Scott Crane Thomas B. Swanson and Christopher R. Ekstrom Time Service Department Clock Development Division U. S. Naval Observatory Washington D. C.,2005
2005papers/paper22.pdf,An Improvement of the Controlling Algorithm for Taiwan’s Time Scaling System,Shinn-Yan Lin National Standard Time and Frequency Laboratory Telecommunication Laboratories Chung-Li Taiwan sylin@cht.com.tw Po-Cheng Chang National Standard Time and Frequency Laboratory Telecommunication Laboratories Chung-Li Taiwan betrand@cht.com.tw,2005
2005papers/paper9.pdf,Comparison with an uncertainty of 2×10 -16 between two primary frequency standards,Cipriana Mandache C. Vian P. Rosenbusch H. Marion Ph. Laurent G. Santarelli S. Bize and A. Clairon LNE-SYRTE Observatoire de Paris Paris France e-mail: cipriana.mandache@obspm.fr A.N. Luiten M.E. Tobar University of Western Australia Crawley AUSTRALIA C. Salomon Laboratoire Kastler Brossel Ecole Normale Supérieure Paris France,2005
2005papers/2005PTTIFCS.pdf,2005 IEEE International Frequency Control Symposium and PDA Exhibition Jointly with the Precise Time and Time Interval Applications and Planning Meeting Location: The Hyatt Regency Hotel Vancouver Canada. Date: August 29-31 2005 Tutorials on August 28 2005 General Co-Chairs:,FCS - Mike Driscoll Northrop Grumman Electronic Systems 7323 Aviation Blvd Baltimore MD 21090 michael.driscoll@ngc.com PTTI – Joseph White U.S. Naval Research Laboratory 4555 Overlook Ave. SW Washington DC Technical Program Co-Chairs: FCS – Chris Ekstrom US Naval Observatory 34th and Massachusetts Ave. Washington DC 20392-5100 E-mail: ekstrom@atom.usno.navy.mil PTTI – Robert Tjoelker Jet Propulsion Laboratory 4800 Oak Grove Drive Pasadena CA 9109 A message from the General Chairs:,2005
2005papers/paper8.pdf,Exact Analysis of DDS Spurs and SNR due to Phase Truncation and Arbitrary Phase-to-Amplitude Errors,Arthur Torosyan Electrical Engineering Department University of California Los Angeles (UCLA) Los Angeles USA torosyan@alum.mit.edu Alan N. Willson Jr. Electrical Engineering Department University of California Los Angeles (UCLA) Los Angeles USA willson@ee.ucla.edu,2005
2005papers/paper23.pdf,Estimation of the duration of the scale unit of TAI with primary frequency standards,Elisa F. Arias and Gérard Petit Bureau International des Poids et Mesures 92310 Sèvres France farias@bipm.org gpetit@bipm.org,2005
2005papers/paper37.pdf,A New Microwave Synthesis Chain for the Primary Frequency Standard NIST-F1 T.P. Heavner S.R. Jefferts E.A. Donley T.E. Parker,Time and Frequency Division National Institute of Standards and Technology Boulder CO USA heavner@boulder.nist.gov F. Levi Instituto Elettrotecnico Nazionale “G. Ferraris” Torino Italy,2005
2005papers/paper21.pdf,GPS Activities at the National Measurement Institute Australia,R. B. Warrington P. T. H. Fisk M. A. Lawn M. J. Wouters A. Gajaweera S. Quigg and J. S. Thorn National Measurement Institute Lindfield Australia Bruce.Warrington@measurement.gov.au,2005
2005papers/paper35.pdf,Miniaturized Atomic Fountain Optical Table,Scott Crane Steven Peil and Chrisopher R. Ekstrom Time Service Department Clock Development Division U. S. Naval Observatory Washington D. C.,2005
2005papers/paper34.pdf,Nonmagnetic UHV Optical Viewports,Scott Crane and Chrisopher R. Ekstrom Time Service Department Clock Development Division U. S. Naval Observatory Washington D. C.,2005
2005papers/paper20.pdf,Time and Frequency Activities at the National Measurement Institute Australia,R. B. Warrington P. T. H. Fisk M. J. Wouters M. A. Lawn J. S. Thorn S. Quigg A. Gajaweera and S. J. Park National Measurement Institute Lindfield Australia Bruce.Warrington@measurement.gov.au,2005
2005papers/paper84.pdf,First Evaluation of a Rapid Time Transfer within the IGS Global Real-Time Network,Diego Orgiazzi Patrizia Tavella Giancarlo Cerretto Time and Frequency Metrology Department Istituto Elettrotecnico Nazionale “Galileo Ferraris” (IEN) Torino Italy orgiazzi@ien.it Paul Collins François Lahaye Geodetic Survey Division Natural Resources Canada (NRCan) Ottawa Canada Francois.Lahaye@nrcan.gc.ca,2005
